Date,Close Price
2024-01-02,472.6499938964844
2024-01-03,468.7900085449219
2024-01-04,467.2799987792969
2024-01-05,467.9200134277344
2024-01-08,474.6000061035156
2024-01-09,473.8800048828125
2024-01-10,476.55999755859375
2024-01-11,476.3500061035156
2024-01-12,476.67999267578125
2024-01-16,474.92999267578125
2024-01-17,472.2900085449219
2024-01-18,476.489990234375
2024-01-19,482.42999267578125
2024-01-22,483.45001220703125
2024-01-23,484.8599853515625
2024-01-24,485.3900146484375
2024-01-25,488.0299987792969
2024-01-26,487.4100036621094
2024-01-29,491.2699890136719
2024-01-30,490.8900146484375
2024-01-31,482.8800048828125
2024-02-01,489.20001220703125
2024-02-02,494.3500061035156
2024-02-05,492.54998779296875
2024-02-06,493.9800109863281
2024-02-07,498.1000061035156
2024-02-08,498.32000732421875
2024-02-09,501.20001220703125
2024-02-12,500.9800109863281
2024-02-13,494.0799865722656
2024-02-14,498.57000732421875
2024-02-15,502.010009765625
2024-02-16,499.510009765625
2024-02-20,496.760009765625
2024-02-21,497.2099914550781
2024-02-22,507.5
2024-02-23,507.8500061035156
2024-02-26,505.989990234375
2024-02-27,506.92999267578125
2024-02-28,506.260009765625
2024-02-29,508.0799865722656
2024-03-01,512.8499755859375
2024-03-04,512.2999877929688
2024-03-05,507.17999267578125
2024-03-06,509.75
2024-03-07,514.8099975585938
2024-03-08,511.7200012207031
2024-03-11,511.2799987792969
2024-03-12,516.780029296875
2024-03-13,515.969970703125
2024-03-14,514.9500122070312
2024-03-15,509.8299865722656
2024-03-18,512.8599853515625
2024-03-19,515.7100219726562
2024-03-20,520.47998046875
2024-03-21,522.2000122070312
2024-03-22,521.2100219726562
2024-03-25,519.77001953125
2024-03-26,518.8099975585938
2024-03-27,523.1699829101562
2024-03-28,523.0700073242188
2024-04-01,522.1599731445312
2024-04-02,518.8400268554688
2024-04-03,519.4099731445312
2024-04-04,513.0700073242188
2024-04-05,518.4299926757812
2024-04-08,518.719970703125
2024-04-09,519.3200073242188
2024-04-10,514.1199951171875
2024-04-11,518.0
2024-04-12,510.8500061035156
2024-04-15,504.45001220703125
2024-04-16,503.5299987792969
2024-04-17,500.54998779296875
2024-04-18,499.5199890136719
2024-04-19,495.1600036621094
2024-04-22,499.7200012207031
2024-04-23,505.6499938964844
2024-04-24,505.4100036621094
2024-04-25,503.489990234375
2024-04-26,508.260009765625
2024-04-29,510.05999755859375
2024-04-30,501.9800109863281
2024-05-01,500.3500061035156
2024-05-02,505.0299987792969
2024-05-03,511.2900085449219
2024-05-06,516.5700073242188
2024-05-07,517.1400146484375
2024-05-08,517.1900024414062
2024-05-09,520.1699829101562
2024-05-10,520.8400268554688
2024-05-13,520.9099731445312
2024-05-14,523.2999877929688
2024-05-15,529.780029296875
